Brand;Year;Model;Car/Suv;Title;UsedOrNew;Transmission;Engine;DriveType;FuelType;FuelConsumption;Kilometres;ColourExtInt;Location;CylindersinEngine;BodyType;Doors;Seats;Price
Nissan;2018;Navara;Ute / Tray;2018 Nissan Navara ST-X (4X4);USED;Manual;4 cyl, 2.3 L;4WD;Diesel;6.5 L / 100 km;62782;Silver / -;Windsor, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;41990
Ford;2016;Transit;WHOLESALE MOTOR GROUP;2016 Ford Transit 350L (Mid Roof);USED;Manual;-;Rear;Diesel;-;183441;White / Black;Cabramatta, NSW;-;Commercial;;;34990
Toyota;2017;Hilux;Ute / Tray;2017 Toyota Hilux SR (4X4);USED;Automatic;4 cyl, 2.8 L;4WD;Diesel;8.5 L / 100 km;162384;White / -;Blacktown, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;37888
Jaguar;2011;XF;Sedan;2011 Jaguar XF 3.0 V6 Diesel S Luxury;USED;Automatic;6 cyl, 3 L;Rear;Diesel;6.8 L / 100 km;133360;Black / Cream Leather;Rydalmere, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;23950
Mitsubishi;2017;ASX;SUV;2017 Mitsubishi ASX LS (2WD);USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.4 L / 100 km;89044;White / -;Minchinbury, NSW;4 cyl;SUV; 4 Doors; 5 Seats;20995
Kia;2021;Picanto;Hatchback;2021 Kia Picanto S (PE);USED;Automatic;4 cyl, 1.2 L;Front;Unleaded;5.8 L / 100 km;4758;Grey / Black;Cardiff, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;20444
Toyota;2015;RAV4;SUV;2015 Toyota RAV4 GX (2WD);USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.4 L / 100 km;130569;White / Black;Granville, NSW;4 cyl;SUV; 4 Doors; 5 Seats;23400
Honda;2017;Civic;Hatchback;2017 Honda Civic Type R;USED;Manual;4 cyl, 2 L;Front;Premium;8.8 L / 100 km;88363;Red / Red;Chipping Norton, NSW;4 cyl;Hatchback; 5 Doors; 4 Seats;49880
Toyota;2007;RAV4;SUV;2007 Toyota RAV4 Cruiser L (4X4);USED;Manual;4 cyl, 2.4 L;4WD;Unleaded;9.6 L / 100 km;192415;Black / Grey;Leichhardt, NSW;4 cyl;SUV; 4 Doors; 5 Seats;10999
Isuzu;2013;D-MAX;Ute / Tray;2013 Isuzu D-MAX SX (4X2);USED;Manual;4 cyl, 3 L;Rear;Diesel;8 L / 100 km;223907;White / -;Cardiff, NSW;4 cyl;Ute / Tray; 2 Doors; 2 Seats;14913
Ford;2012;Territory;SUV;2012 Ford Territory Titanium (4X4);USED;Automatic;6 cyl, 2.7 L;AWD;Diesel;9 L / 100 km;157563;Grey / Black;Blacktown, NSW;6 cyl;SUV; 4 Doors; 7 Seats;16999
Isuzu;2016;D-MAX;Ute / Tray;2016 Isuzu D-MAX SX (4X4);USED;Automatic;4 cyl, 3 L;4WD;Diesel;8.1 L / 100 km;310215;White / Grey  Cloth;Bankstown, NSW;4 cyl;Ute / Tray; 2 Doors; 4 Seats;21990
Mazda;2016;3;Sedan;2016 Mazda 3 Touring;USED;Manual;4 cyl, 2 L;Front;Unleaded;5.8 L / 100 km;209628;Grey / Black;Minchinbury, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;13995
Kia;2018;Carnival;Wagon;2018 Kia Carnival SLI;USED;Automatic;6 cyl, 3.3 L;Front;Unleaded;11.6 L / 100 km;76027;White / Two Tone Leather;Elderslie, NSW;6 cyl;Wagon; 4 Doors; 8 Seats;41999
Kia;2011;Cerato;Coupe;2011 Kia Cerato Koup SI;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.8 L / 100 km;97125;Red / Black;Smeaton Grange, NSW;4 cyl;Coupe; 2 Doors; 5 Seats;11990
Mazda;2019;3;Hatchback;2019 Mazda 3 G20 Evolve;USED;Manual;4 cyl, 2 L;Front;Unleaded;6.2 L / 100 km;55677;White / Grey;Liverpool, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;24888
Toyota;2009;Camry;Sedan;2009 Toyota Camry Altise;USED;Automatic;4 cyl, 2.4 L;Front;Unleaded;8.8 L / 100 km;134916;Silver / Black;Kurri Kurri, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;9990
Ford;2016;Focus;Hatchback;2016 Ford Focus ST2;USED;Manual;4 cyl, 2 L;Front;Premium;7.3 L / 100 km;117686;Grey / Grey;Liverpool, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;26888
Holden;2015;Trax;SUV;2015 Holden Trax LTZ;USED;Automatic;4 cyl, 1.4 L;Front;Unleaded;6.9 L / 100 km;146059;Black / Black Leather;Bankstown, NSW;4 cyl;SUV; 4 Doors; 5 Seats;11995
Nissan;2018;X-Trail;SUV;2018 Nissan X-Trail ST 7 Seat (2WD);USED;Automatic;4 cyl, 2.5 L;Front;Unleaded;8.1 L / 100 km;98754;Silver / Grey;Taylors Beach, NSW;4 cyl;SUV; 4 Doors; 7 Seats;24888
Holden;2014;Commodore;Sedan;2014 Holden Commodore SV6;USED;Automatic;6 cyl, 3.6 L;Rear;Unleaded;9.5 L / 100 km;207234;Black / -;Minchinbury, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;19995
MG;2023;ZST;Alto Blacktown MG;2023 MG ZST Core;NEW;Automatic;4 cyl, 1.5 L;Front;-;6.9 L / 100 km;15;Red / Black & Grey Cloth;Blacktown, NSW;4 cyl;SUV; 5 Doors; 5 Seats;27690
Holden;2010;Calais;Sedan;2010 Holden Calais V;USED;Automatic;8 cyl, 6 L;Rear;Premium;14.6 L / 100 km;176052;Silver / Black;Homebush, NSW;8 cyl;Sedan; 4 Doors; 5 Seats;18999
Fiat;2015;500;Hatchback;2015 Fiat 500 POP;USED;Manual;4 cyl, 1.2 L;Front;Premium;5.1 L / 100 km;79452;Red / -;Minchinbury, NSW;4 cyl;Hatchback; 3 Doors; 4 Seats;9800
Mazda;2012;2;Hatchback;2012 Mazda 2 NEO;USED;Automatic;4 cyl, 1.5 L;Front;Unleaded;6.8 L / 100 km;139976;Silver / Black;Lidcombe, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;12990
Volkswagen;2015;Golf;Hatchback;2015 Volkswagen Golf GTI Performance;USED;Automatic;4 cyl, 2 L;Front;Premium;6.6 L / 100 km;98900;Grey / Black;Liverpool, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;26888
Mercedes-Benz;2016;GLA250;SUV;2016 Mercedes-Benz GLA250 4Matic;USED;Automatic;4 cyl, 2 L;AWD;Premium;7 L / 100 km;99459;Black / -;Liverpool, NSW;4 cyl;SUV; 4 Doors; 5 Seats;34950
Haval;2020;H9;SUV;2020 Haval H9 Ultra;USED;Automatic;4 cyl, 2 L;4WD;Premium;10.9 L / 100 km;34291;Silver / Black;Taylors Beach, NSW;4 cyl;SUV; 4 Doors; 7 Seats;37990
Mazda;2017;CX-5;SUV;2017 Mazda CX-5 Akera (4X4);USED;Automatic;4 cyl, 2.5 L;AWD;Unleaded;7.5 L / 100 km;37811;- / -;Blacktown, NSW;4 cyl;SUV; 4 Doors; 5 Seats;39990
Holden;2012;Commodore;Sedan;2012 Holden Commodore Equipe;USED;Automatic;6 cyl, 3 L;Rear;Unleaded;8.9 L / 100 km;181747;Red / -;Minchinbury, NSW;6 cyl;Sedan; 4 Doors; 5 Seats;11800
Audi;2014;Q5;Mr Car;2014 Audi Q5 8R TFSI Wagon 5dr S-Tronic 7sp Quattro 2.0T;USED;Automatic;-;Other;Unleaded;-;171806;White / -;Rouse Hill, NSW;-;Wagon;;;19999
Ford;2020;Ranger;Ute / Tray;2020 Ford Ranger XL 2.2 (4X4);USED;Automatic;4 cyl, 2.2 L;4WD;Diesel;8 L / 100 km;79801;White / Black;Caringbah, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;46990
Hyundai;2017;Iload;Commercial;2017 Hyundai Iload 3S Liftback;USED;Automatic;4 cyl, 2.5 L;Rear;Diesel;8.8 L / 100 km;91989;White / Black;Taylors Beach, NSW;4 cyl;Commercial; 4 Doors; 3 Seats;34990
Hyundai;2013;I30;Hatchback;2013 Hyundai I30 Premium;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;6.9 L / 100 km;107647;Red / Black;Blacktown, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;16880
Hyundai;2018;I30;Hatchback;2018 Hyundai I30 Active;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.4 L / 100 km;86144;White / -;Arncliffe, NSW;4 cyl;Hatchback; 4 Doors; 5 Seats;21990
Volvo;2013;V60;Wagon;2013 Volvo V60 T4;USED;Automatic;4 cyl, 1.6 L;Front;Premium;7.8 L / 100 km;120720;Silver / Black;Brookvale, NSW;4 cyl;Wagon; 4 Doors; 5 Seats;16880
Mazda;2015;6;Sedan;2015 Mazda 6 Touring;USED;Automatic;4 cyl, 2.5 L;Front;Unleaded;6.6 L / 100 km;201306;Red / -;Five Dock, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;12999
Kia;2022;Stonic;SUV;2022 Kia Stonic S;USED;Automatic;4 cyl, 1.4 L;Front;Unleaded;6.7 L / 100 km;12412;Blue / Grey;Castle Hill, NSW;4 cyl;SUV; 4 Doors; 5 Seats;24990
Lexus;2019;RX300;SUV;2019 Lexus RX300 Luxury + Enhancement Pack;USED;Automatic;4 cyl, 2 L;Front;Premium;8.1 L / 100 km;41988;Silver / Black;Taree, NSW;4 cyl;SUV; 4 Doors; 5 Seats;52888
Subaru;2015;XV;SUV;2015 Subaru XV 2.0I-L;USED;Automatic;4 cyl, 2 L;AWD;Unleaded;7.1 L / 100 km;117106;Grey / -;Liverpool, NSW;4 cyl;SUV; 4 Doors; 5 Seats;21488
Toyota;2014;Estima;Nippon Motors;2014 Toyota Estima Aeras Hybrid;USED;Automatic;-;Other;Unleaded;-;123485;White / Black;Ingleburn, NSW;-;Commercial;;;32900
Volkswagen;2014;Tiguan;SUV;2014 Volkswagen Tiguan 118 TSI (4X2);USED;Automatic;4 cyl, 1.4 L;Front;Premium;7.3 L / 100 km;85601;Black / Grey;Croydon, NSW;4 cyl;SUV; 4 Doors; 5 Seats;17999
Toyota;2007;Land;Global car connect;2007 Toyota Land Cruiser Prado GXL (4x4);USED;Automatic;-;Other;Unleaded;-;310000;White / -;Seven Hills, NSW;-;Wagon;;;16990
Hyundai;2017;Accent;Hatchback;2017 Hyundai Accent Sport;USED;Automatic;4 cyl, 1.6 L;Front;Unleaded;6.6 L / 100 km;153986;White / Black;Minchinbury, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;16995
Toyota;2015;Camry;Sedan;2015 Toyota Camry Atara SX;USED;Automatic;4 cyl, 2.5 L;Front;Unleaded;7.8 L / 100 km;70759;Silver / Black;North Narrabeen, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;24990
Toyota;2023;Landcruiser;Ute / Tray;2023 Toyota Landcruiser 70 Series LC79 GXL;USED;Manual;8 cyl, 4.5 L;AWD;Diesel;10.7 L / 100 km;535;Gold / Grey;Taree, NSW;8 cyl;Ute / Tray; 4 Doors; 5 Seats;119950
Toyota;2012;Landcruiser;SUV;2012 Toyota Landcruiser Prado Kakadu (4X4);USED;Automatic;4 cyl, 3 L;4WD;Diesel;8.5 L / 100 km;189152;Black / -;Granville, NSW;4 cyl;SUV; 4 Doors; 7 Seats;39950
Mazda;2015;3;Sedan;2015 Mazda 3 Touring;USED;Automatic;4 cyl, 2 L;Front;Unleaded;5.7 L / 100 km;197191;Grey / -;Five Dock, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;12999
Mitsubishi;2018;Pajero;SUV;2018 Mitsubishi Pajero Sport GLX (4X4) 5 Seat;USED;Automatic;4 cyl, 2.4 L;4WD;Diesel;8 L / 100 km;72640;Grey / Black;Port Macquarie, NSW;4 cyl;SUV; 4 Doors; 5 Seats;41990
Nissan;2004;X-Trail;SUV;2004 Nissan X-Trail TI (4X4);USED;Automatic;4 cyl, 2.5 L;4WD;Unleaded;10 L / 100 km;187550;Silver / -;Minchinbury, NSW;4 cyl;SUV; 4 Doors; 5 Seats;10995
Toyota;1995;Corolla;Hatchback;1995 Toyota Corolla CSI Seca;USED;Automatic;4 cyl, 1.6 L;Front;Unleaded;8.5 L / 100 km;204004;Green / Black;Wentworthville, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;2995
Ford;2016;Ranger;Ute / Tray;2016 Ford Ranger XL 3.2 (4X4);USED;Automatic;5 cyl, 3.2 L;4WD;Diesel;8.8 L / 100 km;226455;White / Grey;Blacktown, NSW;5 cyl;Ute / Tray; 4 Doors; 5 Seats;26000
Land;2016;Rover;SUV;2016 Land Rover Discovery Sport TD4 180 HSE 5 Seat;USED;Automatic;4 cyl, 2 L;AWD;Diesel;5.3 L / 100 km;103473;White / -;Liverpool, NSW;4 cyl;SUV; 4 Doors; 5 Seats;39950
Suzuki;2019;Vitara;SUV;2019 Suzuki Vitara Turbo (2WD);USED;Automatic;4 cyl, 1.4 L;Front;Premium;5.9 L / 100 km;75607;Yellow / Black;Port Macquarie, NSW;4 cyl;SUV; 4 Doors; 5 Seats;27990
Mazda;2009;CX-9;SUV;2009 Mazda CX-9 Luxury;USED;Automatic;6 cyl, 3.7 L;4WD;Unleaded;13 L / 100 km;219702;Silver / Black;Penrith, NSW;6 cyl;SUV; 4 Doors; 7 Seats;7999
Audi;2013;A3;Hatchback;2013 Audi A3 S/Back 1.4 Tfsi Attraction COD;USED;Automatic;4 cyl, 1.4 L;Front;Premium;4.7 L / 100 km;40260;White / -;Rozelle, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;22800
Toyota;2018;Corolla;Hatchback;2018 Toyota Corolla Hybrid;USED;Automatic;4 cyl, 1.8 L;Front;Hybrid;4.1 L / 100 km;48825;Blue / -;Belmore, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;27888
Land;2018;Rover;SUV;2018 Land Rover Range Rover Sport SDV6 SE (183KW);USED;Automatic;6 cyl, 3 L;AWD;Diesel;7.8 L / 100 km;145196;White / Beige;Caringbah, NSW;6 cyl;SUV; 4 Doors; 5 Seats;81990
Mini;2018;Clubman;Wagon;2018 Mini Clubman John Cooper Works ALL 4;USED;Manual;4 cyl, 2 L;AWD;Premium;7.8 L / 100 km;163591;Black / Black;Mount Druitt, NSW;4 cyl;Wagon; 4 Doors; 5 Seats;29990
Ford;2014;Ranger;Ute / Tray;2014 Ford Ranger XLT 3.2 (4X4);USED;Automatic;5 cyl, 3.2 L;4WD;Diesel;9.2 L / 100 km;177060;White / Black;Castle Hill, NSW;5 cyl;Ute / Tray; 4 Doors; 5 Seats;27990
Mitsubishi;2018;Triton;Ute / Tray;2018 Mitsubishi Triton GLS (4X4);USED;Manual;4 cyl, 2.4 L;4WD;Diesel;7.2 L / 100 km;91792;Red / Black;Port Macquarie, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;39990
Citroen;2016;C4;SUV;2016 Citroen C4 Cactus Exclusive 1.6 E-HDI;USED;Automatic;4 cyl, 1.6 L;Front;Diesel;3.6 L / 100 km;83656;Black / -;Roselands, NSW;4 cyl;SUV; 4 Doors; 5 Seats;17880
Peugeot;2014;2008;SUV;2014 Peugeot 2008 Active;USED;Automatic;4 cyl, 1.6 L;Front;Premium;6.5 L / 100 km;148600;Brown / -;Minchinbury, NSW;4 cyl;SUV; 4 Doors; 5 Seats;14990
Holden;2019;Acadia;SUV;2019 Holden Acadia LT (2WD);USED;Automatic;6 cyl, 3.6 L;Rear;Unleaded;8.9 L / 100 km;40898;- / -;Port Macquarie, NSW;6 cyl;SUV; 4 Doors; 7 Seats;32990
Subaru;2008;Forester;SUV;2008 Subaru Forester XS;USED;Manual;4 cyl, 2.5 L;AWD;Unleaded;9.3 L / 100 km;220235;Black / Black;Minchinbury, NSW;4 cyl;SUV; 4 Doors; 5 Seats;8995
Mazda;2014;2;Hatchback;2014 Mazda 2 NEO Sport;USED;Automatic;4 cyl, 1.5 L;Front;Unleaded;6.8 L / 100 km;151436;Red / -;Liverpool, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;12449
Mazda;2019;BT-50;Top Auto Group;2019 Mazda BT-50 XT 4x2 Hi-Rider;USED;Automatic;-;Rear;Diesel;-;131375;Black / -;Blacktown, NSW;-;Ute / Tray;;;28888
Holden;2009;Barina;Hatchback;2009 Holden Barina;USED;Automatic;4 cyl, 1.6 L;Front;Unleaded;7.8 L / 100 km;53202;Silver / Grey Cloth;Elderslie, NSW;4 cyl;Hatchback; 3 Doors; 5 Seats;9999
Toyota;2006;Estima;USED Dealer ad;2006 Toyota Estima;USED;-;-;Other;-;-;122533;White / -;Greenacre, NSW;-;Wagon;;;16990
Subaru;2017;XV;SUV;2017 Subaru XV 2.0I-L;USED;Automatic;4 cyl, 2 L;AWD;Unleaded;7 L / 100 km;73901;Orange / -;Port Macquarie, NSW;4 cyl;SUV; 4 Doors; 5 Seats;28990
Toyota;2010;Hilux;Ute / Tray;2010 Toyota Hilux SR;USED;Automatic;6 cyl, 4 L;Rear;Unleaded;12.1 L / 100 km;252569;White / Grey;Granville, NSW;6 cyl;Ute / Tray; 4 Doors; 5 Seats;15900
Jeep;2013;Grand;SUV;2013 Jeep Grand Cherokee Laredo (4X4);USED;Automatic;6 cyl, 3 L;AWD;Diesel;8.3 L / 100 km;180000;Black / -;Brookvale, NSW;6 cyl;SUV; 4 Doors; 5 Seats;18888
Mercedes-Benz;2011;C220;Sedan;2011 Mercedes-Benz C220 CDI;USED;Automatic;4 cyl, 2.1 L;Rear;Diesel;6.3 L / 100 km;196245;Silver / -;Blacktown, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;12999
Honda;2018;Civic;Hatchback;2018 Honda Civic VTI-LX;USED;Automatic;4 cyl, 1.5 L;Front;Unleaded;6.1 L / 100 km;73511;Black / -;Liverpool, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;35950
Mercedes-Benz;2010;E250;Sedan;2010 Mercedes-Benz E250 CGI Avantgarde;USED;Automatic;4 cyl, 1.8 L;Rear;Premium;7.6 L / 100 km;209809;Grey / -;Chester Hill, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;11999
Mercedes-Benz;2019;A200;Sedan;2019 Mercedes-Benz A200;USED;Automatic;4 cyl, 1.3 L;Front;Premium;5.7 L / 100 km;53241;White / -;Campbelltown, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;45000
Honda;2017;CR-V;SUV;2017 Honda CR-V VTI (2WD);USED;Automatic;4 cyl, 1.5 L;Front;Unleaded;7 L / 100 km;89077;Black / Black;Port Macquarie, NSW;4 cyl;SUV; 4 Doors; 5 Seats;27990
Mercedes-Benz;2013;C250;Sedan;2013 Mercedes-Benz C250 Elegance BE;USED;Automatic;4 cyl, 1.8 L;Rear;Premium;6.8 L / 100 km;123517;Black / -;Five Dock, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;14999
Subaru;2019;Forester;SUV;2019 Subaru Forester 2.5I-S (awd);USED;Automatic;4 cyl, 2.5 L;AWD;Unleaded;7.4 L / 100 km;145821;Blue / Black;Port Macquarie, NSW;4 cyl;SUV; 4 Doors; 5 Seats;32990
Toyota;2013;Alphard;RV Motors;2013 Toyota Alphard SR C HYBRID E-Four;USED;Automatic;-;Other;Other;-;102000;White / Black Leather;Concord, NSW;-;Wagon;;;46990
Ford;2008;Focus;Sedan;2008 Ford Focus CL;USED;Automatic;4 cyl, 2 L;Front;Unleaded;8 L / 100 km;146862;Grey / Grey;Lidcombe, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;8990
Hyundai;2018;I30;Hatchback;2018 Hyundai I30 Active;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.4 L / 100 km;45512;White / -;Arncliffe, NSW;4 cyl;Hatchback; 4 Doors; 5 Seats;22990
Ford;2019;Mustang;Hatchback;2019 Ford Mustang 2.3 Gtdi;USED;Automatic;4 cyl, 2.3 L;Rear;Unleaded;9.5 L / 100 km;27951;Black / Black;Castle Hill, NSW;4 cyl;Hatchback; 2 Doors; 4 Seats;59990
Suzuki;2018;Swift;Hatchback;2018 Suzuki Swift GL Navigator;USED;Automatic;4 cyl, 1.2 L;Front;Unleaded;4.8 L / 100 km;66964;Red / Grey;Croydon, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;18990
Hyundai;2018;Elantra;Sedan;2018 Hyundai Elantra Active 2.0 MPI;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.2 L / 100 km;51966;White / Black;Port Macquarie, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;21990
Kia;2017;Sportage;SUV;2017 Kia Sportage SI Premium (fwd);USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.9 L / 100 km;172450;White / Grey;Minchinbury, NSW;4 cyl;SUV; 4 Doors; 5 Seats;17995
MG;2023;ZS;Alto Blacktown MG;2023 MG ZS Excite;NEW;Automatic;4 cyl, 1.5 L;Front;-;7.1 L / 100 km;15;Silver / Knight Black Synthetic Leather;Blacktown, NSW;4 cyl;SUV; 4 Doors; 5 Seats;24690
Hyundai;2017;I30;Hatchback;2017 Hyundai I30 Active;USED;Automatic;4 cyl, 1.6 L;Front;Diesel;4.7 L / 100 km;65737;White / -;Moorebank, NSW;4 cyl;Hatchback; 4 Doors; 5 Seats;23990
Toyota;2019;Yaris;Hatchback;2019 Toyota Yaris Ascent;USED;Automatic;4 cyl, 1.3 L;Front;Unleaded;6.4 L / 100 km;41278;Grey / Grey;Brookvale, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;24888
Toyota;2017;HiAce;USED Dealer ad;2017 Toyota HiAce;USED;Automatic;-;Other;-;-;155894;Silver / Grey;Lidcombe, NSW;-;;;;34999
Mazda;2013;3;Hatchback;2013 Mazda 3 SP20 Skyactiv;USED;Automatic;4 cyl, 2 L;Front;Unleaded;6.2 L / 100 km;152373;White / Black;Port Macquarie, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;16990
Porsche;2017;Macan;SUV;2017 Porsche Macan GTS;USED;Automatic;6 cyl, 3 L;AWD;Premium;9.2 L / 100 km;63000;Grey / -;Caringbah, NSW;6 cyl;SUV; 4 Doors; 5 Seats;81990
Mazda;2007;3;Hatchback;2007 Mazda 3 NEO;USED;Automatic;4 cyl, 2 L;Front;Unleaded;8.4 L / 100 km;235600;Blue / -;Minchinbury, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;7995
Toyota;2017;Tarago;Wagon;2017 Toyota Tarago GLI;USED;Automatic;4 cyl, 2.4 L;Front;Unleaded;8.9 L / 100 km;35766;White / -;Belmore, NSW;4 cyl;Wagon; 4 Doors; 8 Seats;36990
Holden;2017;Colorado;Ute / Tray;2017 Holden Colorado LS (4X2);USED;Automatic;4 cyl, 2.8 L;Rear;Diesel;8.8 L / 100 km;233069;White / Black;Cabramatta, NSW;4 cyl;Ute / Tray; 4 Doors; 5 Seats;21990
Hyundai;2017;Kona;SUV;2017 Hyundai Kona Active;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.2 L / 100 km;131897;Grey / Black;Penrith, NSW;4 cyl;SUV; 4 Doors; 5 Seats;21888
Ford;2015;Focus;Hatchback;2015 Ford Focus ST2;USED;Manual;4 cyl, 2 L;Front;Premium;7.3 L / 100 km;102890;Grey / -;Liverpool, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;29950
Audi;2016;A3;Sedan;2016 Audi A3 1.8 Tfsi Ambition;USED;Automatic;4 cyl, 1.8 L;Front;Premium;5.6 L / 100 km;105363;- / Black Leather;Minchinbury, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;24995
Hyundai;2018;Tucson;SUV;2018 Hyundai Tucson Active X (fwd);USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.9 L / 100 km;88501;Silver / Black Leather;Berwick, VIC;4 cyl;SUV; 4 Doors; 5 Seats;26495
Kia;2014;Cerato;Sedan;2014 Kia Cerato S;USED;Automatic;4 cyl, 1.8 L;Front;Unleaded;7.1 L / 100 km;119130;Silver / Black;Minchinbury, NSW;4 cyl;Sedan; 4 Doors; 5 Seats;14995
Volvo;2016;Xc;Automobile Gallery;2016 Volvo Xc 90 L Series D5 Inscription Wagon 7st 5dr Geartronic 8sp 4x4 2.0;USED;Automatic;-;Other;Diesel;-;164371;Silver / -;Granville, NSW;-;Wagon;;;33990
Land;2014;Rover;SUV;2014 Land Rover Range Rover HSE TDV6;USED;Automatic;6 cyl, 3 L;AWD;Diesel;7.5 L / 100 km;113018;Green / Beige;Petersham, NSW;6 cyl;SUV; 4 Doors; 5 Seats;71950
Ford;2016;Ranger;Ute / Tray;2016 Ford Ranger XLT 3.2 (4X4);USED;Automatic;5 cyl, 3.2 L;4WD;Diesel;9 L / 100 km;167746;Grey / Black Cloth;Elderslie, NSW;5 cyl;Ute / Tray; 4 Doors; 5 Seats;32999
BMW;2009;X5;SUV;2009 BMW X5 Xdrive 30D;USED;Automatic;6 cyl, 3 L;4WD;Diesel;8.7 L / 100 km;297935;Silver / -;Regents Park, NSW;6 cyl;SUV; 4 Doors; 5 Seats;8990
Subaru;2008;Outback;SUV;2008 Subaru Outback 2.5I;USED;Automatic;4 cyl, 2.5 L;AWD;Unleaded;9.1 L / 100 km;186419;Silver / Grey;Yagoona, NSW;4 cyl;SUV; 4 Doors; 5 Seats;9999
Nissan;2016;Pathfinder;SUV;2016 Nissan Pathfinder ST-L (4X2);USED;Automatic;6 cyl, 3.5 L;Front;Premium;10 L / 100 km;130920;Blue / Black;Moorebank, NSW;6 cyl;SUV; 4 Doors; 7 Seats;24990
Mitsubishi;2009;Triton;Ute / Tray;2009 Mitsubishi Triton GLX;USED;Automatic;4 cyl, 2.5 L;Rear;Diesel;9.1 L / 100 km;196264;White / Black Cloth;Elderslie, NSW;4 cyl;Ute / Tray; 2 Doors; 3 Seats;13999
Nissan;2021;X-Trail;SUV;2021 Nissan X-Trail ST-L (4WD);USED;Automatic;4 cyl, 2.5 L;4WD;Unleaded;8.3 L / 100 km;30787;Blue / Grey;Upper Ferntree Gully, VIC;4 cyl;SUV; 4 Doors; 5 Seats;38990
MG;2023;ZST;Alto Blacktown MG;2023 MG ZST Essence;NEW;Automatic;3 cyl, 1.3 L;Front;-;7.3 L / 100 km;15;White / Black;Blacktown, NSW;3 cyl;SUV; 5 Doors; 5 Seats;34990
Hyundai;2019;I30;Hatchback;2019 Hyundai I30 Active;USED;Automatic;4 cyl, 2 L;Front;Unleaded;7.4 L / 100 km;63718;Silver / -;Moorebank, NSW;4 cyl;Hatchback; 4 Doors; 5 Seats;24990
Mazda;2022;CX-3;SUV;2022 Mazda CX-3 Maxx Sport (fwd);USED;Automatic;4 cyl, 2 L;Front;Unleaded;6.3 L / 100 km;2524;Grey / Black;Sutherland, NSW;4 cyl;SUV; 4 Doors; 5 Seats;30000
Holden;2017;Colorado;Exclusive Autohaus;2017 Holden Colorado LTZ;USED;Automatic;-;Other;-;-;165578;Grey / Grey;Blacktown, NSW;-;Ute / Tray;;;28999
Mitsubishi;2016;Outlander;SUV;2016 Mitsubishi Outlander LS Safety Pack (4X4) 7 Seats;USED;Automatic;4 cyl, 2.3 L;AWD;Diesel;5.8 L / 100 km;112908;Grey / Grey;Smeaton Grange, NSW;4 cyl;SUV; 4 Doors; 7 Seats;25990
MG;2022;MG3;Alto Blacktown MG;2022 MG MG3 Auto Core (with Navigation);NEW;Automatic;4 cyl, 1.5 L;Front;Premium;6.7 L / 100 km;15;White / Black & Grey Cloth;Blacktown, NSW;4 cyl;Hatchback; 5 Doors; 5 Seats;19490
